Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
45890	-1.32	2.4326117651610586	-0.12	1210	0.958699	0.0001	0.00842759112517039
45900	-1.32	2.432611765161058	-0.12	1211	0.95869	0.0001	0.00842759112517039
45910	-1.32	2.432611765161058	-0.12	1211	0.958681	0.0001	0.008430316845575969
45920	-1.32	2.432611765161058	-0.12	1211	0.958672	0.0001	0.008430316845575969
45930	-1.32	2.432611765161058	-0.12	1211	0.958663	0.0001	0.00843313111199273
45940	-1.32	2.432611765161058	-0.12	1211	0.958654	0.0001	0.00843313111199273
45950	-1.32	2.432611765161058	-0.12	1211	0.958645	0.0001	0.008436483012305365
45960	-1.32	2.432611765161058	-0.12	1211	0.958636	0.0001	0.008436483012305365
45970	-1.32	2.4326117651610586	-0.12	1212	0.958627	0.0001	0.008436483012305365
45980	-1.32	2.4326117651610586	-0.12	1212	0.958618	0.0001	0.00844142774740855
45990	-1.32	2.4326117651610586	-0.12	1212	0.958609	0.0001	0.00844142774740855
46000	-1.32	2.4326117651610586	-0.12	1212	0.9586	0.0001	0.00844142774740855
46010	-1.37	2.4357955579235298	-0.12	1213	0.958591	0.0001	0.008444303141699897
46020	-1.37	2.4357955579235298	-0.12	1213	0.958582	0.0001	0.008444303141699897
46030	-1.37	2.4357955579235298	-0.12	1213	0.958573	0.0001	0.008447066611713834
46040	-1.37	2.4357955579235298	-0.12	1213	0.958564	0.0001	0.00844985498322381
46050	-1.37	2.4357955579235298	-0.12	1214	0.958555	0.0001	0.00844985498322381
46060	-1.37	2.4357955579235298	-0.12	1214	0.958546	0.0001	0.00845256037182278
46070	-1.37	2.4357955579235298	-0.12	1214	0.958537	0.0001	0.00845256037182278
46080	-1.37	2.4357955579235298	-0.12	1215	0.958528	0.0001	0.00845256037182278
46090	-1.37	2.4357955579235298	-0.12	1215	0.958519	0.0001	0.008455396294593812
46100	-1.37	2.4357955579235298	-0.12	1215	0.95851	0.0001	0.008455396294593812
46110	-1.37	2.4357955579235298	-0.12	1215	0.958501	0.0001	0.008458090358310275
46120	-1.37	2.4357955579235298	-0.12	1216	0.958492	0.0001	0.008458090358310275
46130	-1.37	2.4357955579235298	-0.12	1216	0.958483	0.0001	0.00846085078186459
46140	-1.37	2.4357955579235298	-0.12	1216	0.958474	0.0001	0.00846085078186459
46150	-1.34	2.4340090386027744	-0.12	1217	0.958465	0.0001	0.008463623457484776
46160	-1.34	2.4340090386027744	-0.12	1217	0.958456	0.0001	0.008464321427875095
46170	-1.34	2.4340090386027744	-0.12	1217	0.958447	0.0001	0.008466424213515388
46180	-1.34	2.4340090386027744	-0.12	1217	0.958438	0.0001	0.008469183776113722
46190	-1.34	2.4340090386027744	-0.12	1218	0.958429	0.0001	0.008471990095244514
46200	-1.34	2.4340090386027744	-0.12	1218	0.95842	0.0001	0.008471990095244514
46210	-1.34	2.4340090386027744	-0.12	1218	0.958411	0.0001	0.00847483409775628
46220	-1.34	2.4340090386027744	-0.12	1219	0.958402	0.0001	0.00847483409775628
46230	-1.34	2.4340090386027744	-0.12	1219	0.958393	0.0001	0.008477586772706774
46240	-1.26	2.3435869943315524	-0.12	1220	0.958384	0.0001	0.008477586772706774
46250	-1.26	2.3435869943315524	-0.12	1220	0.958375	0.0001	0.008480415476693048
46260	-1.19	2.274620847526023	-0.12	1221	0.958366	0.0001	0.008480415476693048
46270	-1.19	2.274620847526023	-0.12	1221	0.958357	0.0001	0.008483175304200914
46280	-1.19	2.274620847526023	-0.12	1221	0.958348	0.0001	0.008483175304200914
46290	-1.19	2.274620847526023	-0.12	1221	0.958339	0.0001	0.008485934204525418
46300	-1.19	2.2746208475260223	-0.12	1222	0.95833	0.0001	0.00848867999182807
46310	-1.19	2.2746208475260223	-0.12	1222	0.958321	0.0001	0.008490078846613566
46320	-1.19	2.2746208475260223	-0.12	1222	0.958312	0.0001	0.008492217130131192
46330	-1.19	2.2746208475260223	-0.12	1222	0.958303	0.0001	0.008492217130131192
46340	-1.19	2.2746208475260223	-0.12	1222	0.958294	0.0001	0.008494317067994011
46350	-1.2	2.2671568097509267	-0.12	1223	0.958285	0.0001	0.008494317067994011
46360	-1.2	2.2671568097509267	-0.12	1223	0.958276	0.0001	0.008494317067994011
46370	-1.2	2.2671568097509267	-0.12	1223	0.958267	0.0001	0.008497032788064745
46380	-1.2	2.2671568097509267	-0.12	1223	0.958258	0.0001	0.008497032788064745
46390	-1.2	2.2671568097509267	-0.12	1224	0.958249	0.0001	0.008497032788064745
46400	-1.2	2.2671568097509267	-0.12	1224	0.95824	0.0001	0.008499815861384074
46410	-1.2	2.2671568097509267	-0.12	1225	0.958231	0.0001	0.00850255979432
46420	-1.2	2.2671568097509267	-0.12	1225	0.958222	0.0001	0.00850255979432
46430	-1.2	2.2671568097509267	-0.12	1225	0.958213	0.0001	0.008505342337820266
46440	-1.2	2.2671568097509267	-0.12	1225	0.9582040000000001	0.0001	0.008505342337820266
46450	-1.2	2.2671568097509267	-0.12	1225	0.958195	0.0001	0.008505342337820266
46460	-1.2	2.2671568097509267	-0.12	1226	0.958186	0.0001	0.008508175214131674
46470	-1.2	2.2671568097509267	-0.12	1226	0.9581770000000001	0.0001	0.008508175214131674
46480	-1.2	2.2671568097509267	-0.12	1227	0.958168	0.0001	0.00851087749004364
46490	-1.2	2.2671568097509267	-0.12	1227	0.958159	0.0001	0.00851087749004364
46500	-1.2	2.2671568097509267	-0.12	1228	0.9581500000000001	0.0001	0.008513626257578531
46510	-1.2	2.2671568097509267	-0.12	1228	0.958141	0.0001	0.008513626257578531
46520	-1.2	2.2671568097509267	-0.12	1228	0.958132	0.0001	0.008513626257578531
46530	-1.2	2.2671568097509267	-0.12	1228	0.958123	0.0001	0.008516520460446675
46540	-1.12	2.16462467878383	-0.12	1229	0.958114	0.0001	0.008519291016790602
46550	-1.12	2.16462467878383	-0.12	1229	0.958105	0.0001	0.008520010246170892
46560	-1.12	2.16462467878383	-0.12	1229	0.9580960000000001	0.0001	0.008520010246170892
46570	-1.12	2.16462467878383	-0.12	1229	0.958087	0.0001	0.008521977066993713
46580	-1.12	2.16462467878383	-0.12	1230	0.958078	0.0001	0.008524756961398655
46590	-1.12	2.16462467878383	-0.12	1230	0.958069	0.0001	0.008524756961398655
46600	-1.12	2.16462467878383	-0.12	1231	0.95806	0.0001	0.008527638051244948
46610	-1.12	2.16462467878383	-0.12	1231	0.958051	0.0001	0.008527638051244948
46620	-1.12	2.16462467878383	-0.12	1231	0.958042	0.0001	0.008530326220724319
46630	-1.12	2.16462467878383	-0.12	1231	0.958033	0.0001	0.008530326220724319
46640	-1.16	2.180458667345015	-0.12	1232	0.958024	0.0001	0.008533128632439508
46650	-1.16	2.180458667345015	-0.12	1232	0.958015	0.0001	0.008533128632439508
46660	-1.08	2.0721003836687064	-0.12	1233	0.958006	0.0001	0.00853597965505388
46670	-1.08	2.0721003836687064	-0.12	1233	0.957997	0.0001	0.008538696964581807
46680	-1.08	2.0721003836687064	-0.12	1233	0.957988	0.0001	0.008538696964581807
46690	-1.08	2.0721003836687064	-0.12	1233	0.957979	0.0001	0.008541484143998888
46700	-1.08	2.0721003836687064	-0.12	1233	0.95797	0.0001	0.008541484143998888
46710	-1.08	2.0721003836687064	-0.12	1233	0.957961	0.0001	0.00854430423842536
46720	-1.08	2.0721003836687064	-0.12	1233	0.957952	0.0001	0.00854430423842536
46730	-1.07	2.079687476521412	-0.12	1234	0.957943	0.0001	0.008547779785262213
46740	-1.07	2.079687476521412	-0.12	1234	0.957934	0.0001	0.008547779785262213
46750	-1.07	2.079687476521412	-0.12	1234	0.957925	0.0001	0.008549733559290567
46760	-1.11	2.097117068739845	-0.12	1235	0.957916	0.0001	0.008552603324254353
46770	-1.11	2.097117068739845	-0.12	1235	0.957907	0.0001	0.008552603324254353
46780	-1.11	2.097117068739845	-0.12	1235	0.957898	0.0001	0.008555288248591952
46790	-1.11	2.097117068739845	-0.12	1235	0.957889	0.0001	0.008555288248591952
46800	-1.11	2.097117068739845	-0.12	1235	0.95788	0.0001	0.008555288248591952
46810	-1.11	2.0971170687398453	-0.12	1236	0.957871	0.0001	0.00855817649099562
46820	-1.11	2.0971170687398453	-0.12	1236	0.957862	0.0001	0.008560936517185634
46830	-1.11	2.0971170687398453	-0.12	1236	0.957853	0.0001	0.008560936517185634
46840	-1.11	2.097117068739845	-0.12	1237	0.957844	0.0001	0.008563720716370477
46850	-1.11	2.097117068739845	-0.12	1237	0.957835	0.0001	0.008563720716370477
46860	-1.11	2.097117068739845	-0.12	1237	0.957826	0.0001	0.00856644974814521
46870	-1.11	2.097117068739845	-0.12	1237	0.957817	0.0001	0.00856644974814521
46880	-1.11	2.097117068739845	-0.12	1237	0.957808	0.0001	0.008569237324926588
46890	-1.07	2.0796874765214124	-0.12	1238	0.957799	0.0001	0.008569237324926588
46900	-1.07	2.0796874765214124	-0.12	1238	0.95779	0.0001	0.008569237324926588
46910	-1.07	2.0796874765214124	-0.12	1238	0.957781	0.0001	0.008572024636798434
46920	-1.07	2.0796874765214124	-0.12	1238	0.957772	0.0001	0.008574752608935038
46930	-1.07	2.0796874765214124	-0.12	1238	0.957763	0.0001	0.008575619061787923
46940	-1.07	2.0796874765214124	-0.12	1238	0.957754	0.0001	0.00857758833302392
46950	-1.02	2.0687194106499796	-0.12	1239	0.957745	0.0001	0.008580412136183845
46960	-1.02	2.0687194106499796	-0.12	1239	0.957736	0.0001	0.008580412136183845
46970	-1.02	2.0687194106499796	-0.12	1240	0.957727	0.0001	0.00858318289120992
46980	-1.02	2.0687194106499796	-0.12	1240	0.957718	0.0001	0.00858318289120992
46990	-1.02	2.0687194106499796	-0.12	1240	0.957709	0.0001	0.008585973448223538
47000	-1.03	2.0613345191889647	-0.12	1241	0.9577	0.0001	0.008585973448223538
47010	-1.03	2.0613345191889647	-0.12	1241	0.957691	0.0001	0.008588689433203803
47020	-1.03	2.0613345191889647	-0.12	1241	0.957682	0.0001	0.008588689433203803
47030	-0.99	2.042033300414075	-0.12	1242	0.957673	0.0001	0.008591495951016744
47040	-0.99	2.042033300414075	-0.12	1242	0.957664	0.0001	0.008594176769256591
47050	-0.99	2.042033300414075	-0.12	1242	0.957655	0.0001	0.008594176769256591
47060	-0.99	2.042033300414075	-0.12	1242	0.957646	0.0001	0.008597047328948974
47070	-0.99	2.042033300414075	-0.12	1243	0.957637	0.0001	0.008597047328948974
47080	-0.99	2.042033300414075	-0.12	1243	0.957628	0.0001	0.008599824441803827
47090	-0.99	2.042033300414075	-0.12	1243	0.957619	0.0001	0.008599824441803827
47100	-0.99	2.042033300414075	-0.12	1243	0.95761	0.0001	0.008602556784947714
47110	-0.95	2.0217566619155725	-0.12	1244	0.957601	0.0001	0.008605374627643162
47120	-0.95	2.0217566619155725	-0.12	1244	0.957592	0.0001	0.008605374627643162
47130	-0.95	2.0217566619155725	-0.12	1244	0.957583	0.0001	0.008608083261383905
47140	-0.91	2.0004749436071427	-0.12	1245	0.957574	0.0001	0.008608083261383905
47150	-0.91	2.0004749436071427	-0.12	1245	0.957565	0.0001	0.008610967596371968
47160	-0.91	2.0004749436071427	-0.12	1246	0.957556	0.0001	0.008613634241951837
47170	-0.91	2.0004749436071427	-0.12	1246	0.957547	0.0001	0.008613634241951837
47180	-0.91	2.0004749436071427	-0.12	1246	0.957538	0.0001	0.008616459767023722
47190	-0.91	2.0004749436071427	-0.12	1246	0.957529	0.0001	0.008619296087159051
47200	-0.92	1.9933890739140718	-0.12	1247	0.95752	0.0001	0.008619296087159051
47210	-0.92	1.9933890739140718	-0.12	1247	0.957511	0.0001	0.008622040881050957
47220	-0.92	1.9933890739140718	-0.12	1247	0.957502	0.0001	0.008624876274002923
47230	-0.92	1.9933890739140718	-0.12	1247	0.957493	0.0001	0.008627578285005358
47240	-0.92	1.9933890739140718	-0.12	1247	0.957484	0.0001	0.008631249202622308
47250	-0.92	1.9933890739140718	-0.12	1248	0.957475	0.0001	0.00863320032755534
47260	-0.92	1.9933890739140718	-0.12	1248	0.957466	0.0001	0.00863320032755534
47270	-0.92	1.9933890739140718	-0.12	1249	0.957457	0.0001	0.008635919623904758
47280	-0.92	1.9933890739140718	-0.12	1249	0.957448	0.0001	0.008635919623904758
47290	-0.92	1.9933890739140718	-0.12	1249	0.957439	0.0001	0.00863864733113183
47300	-1.0	2.1118712081942874	-0.12	1250	0.95743	0.0001	0.00863864733113183
47310	-1.0	2.1118712081942874	-0.12	1250	0.957421	0.0001	0.008641472856203715
47320	-1.0	2.1118712081942874	-0.12	1250	0.957412	0.0001	0.008641472856203715
47330	-1.0	2.1118712081942874	-0.12	1250	0.957403	0.0001	0.008644230167071025
47340	-0.98	2.1306337085477645	-0.12	1251	0.957394	0.0001	0.008644230167071025
47350	-0.98	2.1306337085477645	-0.12	1251	0.957385	0.0001	0.008646958006752862
47360	-0.98	2.1306337085477645	-0.12	1251	0.957376	0.0001	0.008646958006752862
47370	-0.98	2.1306337085477645	-0.12	1251	0.957367	0.0001	0.008646958006752862
47380	-0.94	2.1110187114282057	-0.12	1252	0.957358	0.0001	0.008649760286013285
47390	-0.94	2.1110187114282057	-0.12	1252	0.957349	0.0001	0.008649760286013285
47400	-0.94	2.1110187114282057	-0.12	1252	0.95734	0.0001	0.008652566803826226
47410	-0.94	2.1110187114282057	-0.12	1252	0.957331	0.0001	0.008652566803826226
47420	-0.98	2.1306337085477645	-0.12	1253	0.957322	0.0001	0.008656702703899807
47430	-0.98	2.1306337085477645	-0.12	1253	0.957313	0.0001	0.008658122420310974
47440	-0.98	2.1306337085477645	-0.12	1253	0.957304	0.0001	0.008659129275215997
47450	-0.98	2.1306337085477645	-0.12	1253	0.957295	0.0001	0.008660963906182184
47460	-0.98	2.1306337085477645	-0.12	1254	0.957286	0.0001	0.008663618697060478
47470	-0.98	2.1306337085477645	-0.12	1254	0.957277	0.0001	0.008663618697060478
47480	-0.98	2.1306337085477645	-0.12	1254	0.957268	0.0001	0.008666526476542155
47490	-0.94	2.1298826258740178	-0.12	1255	0.957259	0.0001	0.00866922868622674
47500	-0.94	2.1298826258740178	-0.12	1255	0.95725	0.0001	0.00866922868622674
47510	-0.94	2.1298826258740178	-0.12	1255	0.957241	0.0001	0.00866922868622674
47520	-0.94	2.1298826258740178	-0.12	1255	0.957232	0.0001	0.0086720429526435
47530	-0.94	2.1298826258740178	-0.12	1255	0.957223	0.0001	0.008674790263175964
47540	-0.94	2.1298826258740178	-0.12	1255	0.957214	0.0001	0.008674790263175964
47550	-0.94	2.1298826258740178	-0.12	1256	0.957205	0.0001	0.008679028815693325
47560	-0.94	2.1298826258740178	-0.12	1256	0.957196	0.0001	0.00868028031455146
47570	-0.94	2.1298826258740178	-0.12	1256	0.957187	0.0001	0.00868029044734107
47580	-0.94	2.1298826258740178	-0.12	1256	0.957178	0.0001	0.00868029044734107
47590	-0.94	2.1298826258740178	-0.12	1257	0.957169	0.0001	0.008683140807681613
47600	-0.94	2.1298826258740178	-0.12	1257	0.95716	0.0001	0.008685979975594414
47610	-0.94	2.1298826258740178	-0.12	1257	0.957151	0.0001	0.008686956763267518
47620	-0.94	2.1298826258740178	-0.12	1257	0.957142	0.0001	0.00869153400262197
47630	-0.93	2.136609463612852	-0.12	1258	0.957133	0.0001	0.00869153400262197
47640	-0.93	2.136609463612852	-0.12	1258	0.957124	0.0001	0.008694244689411587
47650	-0.89	2.1161049123330344	-0.12	1259	0.957115	0.0001	0.008694244689411587
47660	-0.89	2.1161049123330344	-0.12	1259	0.957106	0.0001	0.008694244689411587
47670	-0.89	2.1161049123330344	-0.12	1259	0.957097	0.0001	0.008698399133152433
47680	-0.89	2.1161049123330344	-0.12	1259	0.957088	0.0001	0.008698399133152433
47690	-0.89	2.1161049123330344	-0.12	1260	0.957079	0.0001	0.008699794742796156
47700	-0.89	2.1161049123330344	-0.12	1260	0.95707	0.0001	0.008702516158421835
47710	-0.89	2.1161049123330344	-0.12	1260	0.9570609999999999	0.0001	0.008705403937233819
47720	-0.9	2.1095023109728985	-0.12	1261	0.957052	0.0001	0.008706794381141662
47730	-0.9	2.1095023109728985	-0.12	1261	0.957043	0.0001	0.00870819091796875
47740	-0.9	2.1095023109728985	-0.12	1261	0.957034	0.0001	0.00870819091796875
47750	-0.94	2.1298826258740178	-0.12	1262	0.957025	0.0001	0.008710902796851263
47760	-0.94	2.1298826258740178	-0.12	1262	0.957016	0.0001	0.008710902796851263
47770	-0.94	2.1298826258740178	-0.12	1262	0.9570069999999999	0.0001	0.008713668452368843
47780	-0.94	2.1298826258740178	-0.12	1263	0.956998	0.0001	0.008713668452368843
47790	-0.94	2.1298826258740178	-0.12	1263	0.956989	0.0001	0.008716432319747077
47800	-0.94	2.1298826258740178	-0.12	1263	0.9569799999999999	0.0001	0.008716432319747077
47810	-0.93	2.136609463612852	-0.12	1264	0.956971	0.0001	0.008719189365704854
47820	-0.93	2.136609463612852	-0.12	1264	0.956962	0.0001	0.008719189365704854
47830	-0.93	2.136609463612852	-0.12	1264	0.9569529999999999	0.0001	0.008722069329685635
47840	-0.93	2.136609463612852	-0.12	1264	0.956944	0.0001	0.008724805845154657
47850	-0.93	2.136609463612852	-0.12	1264	0.956935	0.0001	0.008726196090380351
47860	-0.93	2.136609463612852	-0.12	1264	0.9569259999999999	0.0001	0.008726196090380351
47870	-0.92	2.1479292353334176	-0.12	1265	0.956917	0.0001	0.00872759673330519
47880	-0.92	2.1479292353334176	-0.12	1265	0.956908	0.0001	0.00872759673330519
47890	-0.92	2.1479292353334176	-0.12	1265	0.9568989999999999	0.0001	0.00872759673330519
47900	-0.87	2.1337994282499935	-0.12	1266	0.95689	0.0001	0.008730413648817274
47910	-0.87	2.1337994282499935	-0.12	1266	0.956881	0.0001	0.008730413648817274
47920	-0.87	2.1337994282499935	-0.12	1266	0.956872	0.0001	0.008733187980122037
47930	-0.87	2.1337994282499935	-0.12	1266	0.956863	0.0001	0.008736027148034838
47940	-0.87	2.1337994282499935	-0.12	1267	0.956854	0.0001	0.008736027148034838
47950	-0.87	2.1337994282499935	-0.12	1267	0.956845	0.0001	0.00873872439066569
47960	-0.87	2.1337994282499935	-0.12	1267	0.956836	0.0001	0.00873872439066569
47970	-0.87	2.1337994282499935	-0.12	1267	0.956827	0.0001	0.00873872439066569
47980	-0.87	2.1337994282499935	-0.12	1268	0.956818	0.0001	0.008741506669256422
47990	-0.87	2.1337994282499935	-0.12	1268	0.956809	0.0001	0.008741506669256422
48000	-0.87	2.1337994282499935	-0.12	1268	0.9568	0.0001	0.008744178348117405
48010	-0.87	2.1337994282499935	-0.12	1268	0.956791	0.0001	0.008744178348117405
48020	-0.87	2.1337994282499935	-0.12	1268	0.956782	0.0001	0.008747077849176195
48030	-0.87	2.1337994282499935	-0.12	1268	0.956773	0.0001	0.008747077849176195
48040	-0.87	2.1337994282499935	-0.12	1269	0.956764	0.0001	0.008747077849176195
48050	-0.87	2.1337994282499935	-0.12	1269	0.956755	0.0001	0.008749837544229295
48060	-0.87	2.1337994282499935	-0.12	1270	0.956746	0.0001	0.008749837544229295
48070	-0.87	2.1337994282499935	-0.12	1270	0.956737	0.0001	0.008749837544229295
48080	-0.87	2.1337994282499935	-0.12	1270	0.956728	0.0001	0.008752544191148546
48090	-0.87	2.1337994282499935	-0.12	1270	0.956719	0.0001	0.008752544191148546
48100	-0.87	2.1337994282499935	-0.12	1270	0.95671	0.0001	0.008755325012736851
48110	-0.82	2.1183956193308178	-0.12	1271	0.956701	0.0001	0.008755325012736851
48120	-0.82	2.1183956193308178	-0.12	1271	0.956692	0.0001	0.0087581244442198
48130	-0.78	2.095614468360056	-0.12	1272	0.956683	0.0001	0.0087581244442198
48140	-0.78	2.095614468360056	-0.12	1272	0.956674	0.0001	0.0087581244442198
48150	-0.78	2.095614468360056	-0.12	1272	0.956665	0.0001	0.00876090963681539
48160	-0.78	2.095614468360056	-0.12	1272	0.956656	0.0001	0.00876090963681539
48170	-0.78	2.095614468360056	-0.12	1272	0.956647	0.0001	0.008763857881228129
48180	-0.85	2.183460556089805	-0.12	1273	0.956638	0.0001	0.008763857881228129
48190	-0.85	2.183460556089805	-0.12	1273	0.956629	0.0001	0.008766437106662327
48200	-0.85	2.183460556089805	-0.12	1273	0.95662	0.0001	0.008769255942768521
48210	-0.85	2.183460556089805	-0.12	1273	0.956611	0.0001	0.008769255942768521
48220	-0.79	2.1785086642012694	-0.12	1274	0.956602	0.0001	0.008771964576509264
48230	-0.79	2.1785086642012694	-0.12	1274	0.956593	0.0001	0.008771964576509264
48240	-0.79	2.1785086642012694	-0.12	1274	0.956584	0.0001	0.008771964576509264
48250	-0.79	2.1785086642012694	-0.12	1274	0.956575	0.0001	0.008774776988559298
48260	-0.83	2.2002499857970683	-0.12	1275	0.956566	0.0001	0.008774776988559298
48270	-0.83	2.2002499857970683	-0.12	1275	0.956557	0.0001	0.008777563638157316
48280	-0.83	2.2002499857970683	-0.12	1275	0.956548	0.0001	0.00878037240770128
48290	-0.83	2.2002499857970683	-0.12	1276	0.956539	0.0001	0.00878037240770128
48300	-0.83	2.2002499857970683	-0.12	1276	0.95653	0.0001	0.008783122897148133
48310	-0.83	2.2002499857970683	-0.12	1276	0.956521	0.0001	0.008783122897148133
48320	-0.83	2.2002499857970683	-0.12	1276	0.956512	0.0001	0.008783122897148133
48330	-0.83	2.2002499857970683	-0.12	1277	0.956503	0.0001	0.00878585590256585
48340	-0.83	2.2002499857970683	-0.12	1277	0.956494	0.0001	0.00878585590256585
48350	-0.83	2.2002499857970683	-0.12	1277	0.956485	0.0001	0.008788692024019029
48360	-0.83	2.2002499857970683	-0.12	1277	0.956476	0.0001	0.00879163748688168
48370	-0.79	2.1785086642012694	-0.12	1278	0.956467	0.0001	0.00879163748688168
48380	-0.79	2.1785086642012694	-0.12	1278	0.956458	0.0001	0.008794254726833768
48390	-0.79	2.1785086642012694	-0.12	1279	0.956449	0.0001	0.008794254726833768
48400	-0.79	2.1785086642012694	-0.12	1279	0.95644	0.0001	0.008794254726833768
48410	-0.79	2.1785086642012694	-0.12	1279	0.956431	0.0001	0.00879846301343706
48420	-0.79	2.1785086642012694	-0.12	1279	0.956422	0.0001	0.008799859351581998
48430	-0.83	2.2002499857970683	-0.12	1280	0.956413	0.0001	0.008799859351581998
48440	-0.83	2.2002499857970683	-0.12	1280	0.956404	0.0001	0.008802579707569546
48450	-0.83	2.2002499857970683	-0.12	1280	0.956395	0.0001	0.008802579707569546
48460	-0.83	2.2002499857970683	-0.12	1280	0.956386	0.0001	0.008802579707569546
48470	-0.83	2.2002499857970683	-0.12	1280	0.956377	0.0001	0.008805414173338149
48480	-0.83	2.2002499857970683	-0.12	1280	0.956368	0.0001	0.008805414173338149
48490	-0.83	2.2002499857970683	-0.12	1281	0.956359	0.0001	0.008805414173338149
48500	-0.83	2.2002499857970683	-0.12	1281	0.95635	0.0001	0.008808116846614414
48510	-0.83	2.2002499857970683	-0.12	1281	0.956341	0.0001	0.008808116846614414
48520	-0.83	2.2002499857970683	-0.12	1281	0.956332	0.0001	0.008810948795742459
48530	-0.87	2.221058306303551	-0.12	1282	0.956323	0.0001	0.008813731802834405
48540	-0.87	2.221058306303551	-0.12	1282	0.956314	0.0001	0.008813731802834405
48550	-0.87	2.221058306303551	-0.12	1282	0.956305	0.0001	0.008813731802834405
48560	-0.84	2.212329089443973	-0.12	1283	0.956296	0.0001	0.008816530969407823
48570	-0.84	2.212329089443973	-0.12	1283	0.956287	0.0001	0.008816530969407823
48580	-0.84	2.212329089443973	-0.12	1283	0.956278	0.0001	0.00881938808494144
48590	-0.84	2.212329089443973	-0.12	1283	0.956269	0.0001	0.00882206896940867
48600	-0.84	2.212329089443973	-0.12	1283	0.95626	0.0001	0.00882206896940867
48610	-0.84	2.212329089443973	-0.12	1284	0.956251	0.0001	0.00882479727268219
48620	-0.84	2.212329089443973	-0.12	1284	0.956242	0.0001	0.008827541404300266
48630	-0.84	2.212329089443973	-0.12	1284	0.956233	0.0001	0.008827541404300266
48640	-0.88	2.232845717912458	-0.12	1285	0.956224	0.0001	0.008830309444003636
48650	-0.88	2.232845717912458	-0.12	1285	0.956215	0.0001	0.008830309444003636
48660	-0.88	2.232845717912458	-0.12	1286	0.956206	0.0001	0.008833200136820474
48670	-0.88	2.232845717912458	-0.12	1286	0.956197	0.0001	0.008833200136820474
48680	-0.89	2.226634231300687	-0.12	1287	0.956188	0.0001	0.00883585340446896
48690	-0.89	2.226634231300687	-0.12	1287	0.956179	0.0001	0.008838692506154378
48700	-0.89	2.226634231300687	-0.12	1287	0.95617	0.0001	0.008838692506154378
48710	-0.89	2.226634231300687	-0.12	1287	0.956161	0.0001	0.008838692506154378
48720	-0.93	2.2461300051421778	-0.12	1288	0.956152	0.0001	0.008841542734040154
48730	-0.93	2.2461300051421778	-0.12	1288	0.956143	0.0001	0.008844265739123027
48740	-0.93	2.2461300051421778	-0.12	1288	0.956134	0.0001	0.008844265739123027
48750	-0.93	2.2461300051421778	-0.12	1288	0.956125	0.0001	0.008847214447127449
48760	-0.93	2.2461300051421778	-0.12	1288	0.956116	0.0001	0.008847214447127449
48770	-0.89	2.2445266761613683	-0.12	1289	0.956107	0.0001	0.008849786983595955
48780	-0.89	2.2445266761613683	-0.12	1289	0.956098	0.0001	0.008849786983595955
48790	-0.89	2.2445266761613683	-0.12	1289	0.956089	0.0001	0.00885252833366394
48800	-0.89	2.2445266761613683	-0.12	1290	0.95608	0.0001	0.008855309618843926
48810	-0.89	2.2445266761613683	-0.12	1290	0.956071	0.0001	0.008856700195206537
48820	-0.89	2.2445266761613683	-0.12	1290	0.956062	0.0001	0.008858101036813525
48830	-0.91	2.227532266881896	-0.12	1291	0.956053	0.0001	0.008860908879174127
48840	-0.91	2.227532266881896	-0.12	1291	0.956044	0.0001	0.00886367314391666
48850	-0.91	2.227532266881896	-0.12	1291	0.956035	0.0001	0.00886367314391666
48860	-0.91	2.227532266881896	-0.12	1292	0.956026	0.0001	0.00886645707819197
48870	-0.91	2.227532266881896	-0.12	1292	0.956017	0.0001	0.00886645707819197
48880	-0.91	2.227532266881896	-0.12	1292	0.956008	0.0001	0.00886645707819197
48890	-0.91	2.227532266881896	-0.12	1292	0.955999	0.0001	0.00886926081445482
48900	-0.83	2.1121316246863024	-0.12	1293	0.95599	0.0001	0.008871975077523126
48910	-0.83	2.1121316246863024	-0.12	1293	0.955981	0.0001	0.008871975077523126
48920	-0.83	2.1121316246863024	-0.12	1293	0.955972	0.0001	0.008871975077523126
48930	-0.83	2.1121316246863024	-0.12	1293	0.955963	0.0001	0.008875053591198391
48940	-0.84	2.1247117451550928	-0.12	1294	0.955954	0.0001	0.00887759202056461
48950	-0.84	2.1247117451550928	-0.12	1294	0.955945	0.0001	0.00887759202056461
48960	-0.88	2.1460661685977906	-0.12	1295	0.955936	0.0001	0.008880323767662048
48970	-0.88	2.1460661685977906	-0.12	1295	0.955927	0.0001	0.008883124921056959
48980	-0.88	2.1460661685977906	-0.12	1295	0.955918	0.0001	0.0088859713739819
48990	-0.88	2.1460661685977906	-0.12	1296	0.955909	0.0001	0.0088859713739819
49000	-0.88	2.1460661685977906	-0.12	1296	0.9559	0.0001	0.008888729015986125
49010	-0.88	2.1460661685977906	-0.12	1297	0.955891	0.0001	0.008888729015986125
49020	-0.88	2.1460661685977906	-0.12	1297	0.955882	0.0001	0.008891531162791781
49030	-0.88	2.1460661685977906	-0.12	1297	0.955873	0.0001	0.008891531162791781
49040	-0.88	2.1460661685977906	-0.12	1297	0.955864	0.0001	0.008894229796197679
49050	-0.84	2.1247117451550928	-0.12	1298	0.955855	0.0001	0.008894229796197679
