Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
14070	-1.04	2.5295058806019806	-0.53	362	0.987337	0.0001	0.00374978952937656
14080	-1.04	2.5295058806019806	-0.53	362	0.987328	0.0001	0.0037511799732844035
14090	-1.04	2.5295058806019806	-0.53	362	0.987319	0.0001	0.0037525808148913915
14100	-1.04	2.5295058806019806	-0.53	362	0.98731	0.0001	0.0037525808148913915
14110	-1.04	2.5295058806019806	-0.53	363	0.987301	0.0001	0.003753971325026618
14120	-1.04	2.5295058806019806	-0.53	363	0.987292	0.0001	0.003755649593141344
14130	-1.04	2.5295058806019806	-0.53	363	0.987283	0.0001	0.003755649593141344
14140	-0.88	2.1131966306995666	-0.53	364	0.987274	0.0001	0.003755649593141344
14150	-0.88	2.1131966306995666	-0.53	364	0.987265	0.0001	0.003758157624138726
14160	-0.88	2.1131966306995666	-0.53	364	0.987256	0.0001	0.003758157624138726
14170	-0.88	2.1131966306995666	-0.53	365	0.987247	0.0001	0.003758157624138726
14180	-0.88	2.1131966306995666	-0.53	365	0.987238	0.0001	0.0037609651353624133
14190	-0.84	2.091506633984219	-0.53	366	0.987229	0.0001	0.0037609651353624133
14200	-0.84	2.091506633984219	-0.53	366	0.98722	0.0001	0.003763623767428928
14210	-0.84	2.091506633984219	-0.53	366	0.987211	0.0001	0.003763623767428928
14220	-0.84	2.091506633984219	-0.53	366	0.987202	0.0001	0.003763623767428928
14230	-0.84	2.091506633984219	-0.53	366	0.987193	0.0001	0.003763623767428928
14240	-0.84	2.091506633984219	-0.53	367	0.987184	0.0001	0.0037664102183447945
14250	-0.84	2.091506633984219	-0.53	367	0.987175	0.0001	0.0037664102183447945
14260	-0.84	2.091506633984219	-0.53	367	0.987166	0.0001	0.003769172562493218
14270	-0.84	2.091506633984219	-0.53	367	0.987157	0.0001	0.003769172562493218
14280	-0.84	2.091506633984219	-0.53	367	0.987148	0.0001	0.0037719690137439305
14290	-0.84	2.091506633984219	-0.53	367	0.987139	0.0001	0.0037719690137439305
14300	-0.84	2.091506633984219	-0.53	367	0.98713	0.0001	0.0037719690137439305
14310	-0.84	2.091506633984219	-0.53	368	0.987121	0.0001	0.003774837983979119
14320	-0.84	2.091506633984219	-0.53	368	0.987112	0.0001	0.003774837983979119
14330	-0.84	2.091506633984219	-0.53	368	0.987103	0.0001	0.003774837983979119
14340	-0.84	2.091506633984219	-0.53	368	0.987094	0.0001	0.003777608076731364
14350	-0.84	2.091506633984219	-0.53	369	0.987085	0.0001	0.003777608076731364
14360	-0.84	2.091506633984219	-0.53	369	0.987076	0.0001	0.003777608076731364
14370	-0.84	2.091506633984219	-0.53	369	0.987067	0.0001	0.0037804134686787922
14380	-0.84	2.091506633984219	-0.53	369	0.987058	0.0001	0.0037804134686787922
14390	-0.92	2.2076231562474606	-0.53	370	0.987049	0.0001	0.0037804134686787922
14400	-0.92	2.2076231562474606	-0.53	370	0.98704	0.0001	0.003783427013291253
14410	-0.88	2.1876014262200507	-0.53	371	0.987031	0.0001	0.003783427013291253
14420	-0.88	2.1876014262200507	-0.53	371	0.987022	0.0001	0.003783427013291253
14430	-0.88	2.1876014262200507	-0.53	371	0.987013	0.0001	0.0037872782018449572
14440	-0.88	2.1876014262200507	-0.53	371	0.987004	0.0001	0.0037872782018449572
14450	-0.92	2.2076231562474606	-0.53	372	0.986995	0.0001	0.0037886866596009996
14460	-0.92	2.2076231562474606	-0.53	372	0.986986	0.0001	0.0037900868389341568
14470	-0.92	2.2076231562474606	-0.53	372	0.986977	0.0001	0.0037900868389341568
14480	-0.92	2.2076231562474606	-0.53	372	0.986968	0.0001	0.003791491058137682
14490	-0.92	2.2076231562474606	-0.53	373	0.986959	0.0001	0.003791491058137682
14500	-0.92	2.2076231562474606	-0.53	373	0.98695	0.0001	0.003794225189420912
14510	-0.92	2.2076231562474606	-0.53	373	0.986941	0.0001	0.003794225189420912
14520	-0.92	2.2076231562474606	-0.53	373	0.986932	0.0001	0.003794225189420912
14530	-0.96	2.2267465055546847	-0.53	374	0.986923	0.0001	0.0037970172034369576
14540	-0.96	2.2267465055546847	-0.53	374	0.986914	0.0001	0.0037970172034369576
14550	-0.96	2.2267465055546847	-0.53	374	0.986905	0.0001	0.0037970172034369576
14560	-0.96	2.2267465055546847	-0.53	374	0.986896	0.0001	0.0037997493478986954
14570	-1.0	2.244994432064365	-0.53	375	0.986887	0.0001	0.0038011487987306383
14580	-1.0	2.244994432064365	-0.53	375	0.986878	0.0001	0.0038025418255064223
14590	-1.0	2.244994432064365	-0.53	375	0.986869	0.0001	0.0038025418255064223
14600	-1.0	2.244994432064365	-0.53	375	0.98686	0.0001	0.0038025418255064223
14610	-1.0	2.244994432064365	-0.53	375	0.986851	0.0001	0.003805357813835144
14620	-0.91	2.1405373157223866	-0.53	376	0.986842	0.0001	0.003805357813835144
14630	-0.91	2.1405373157223866	-0.53	376	0.986833	0.0001	0.0038081892331441243
14640	-0.91	2.1405373157223866	-0.53	376	0.986824	0.0001	0.0038081892331441243
14650	-0.91	2.1405373157223866	-0.53	377	0.986815	0.0001	0.0038081892331441243
14660	-0.91	2.1405373157223866	-0.53	377	0.986806	0.0001	0.0038112196657392712
14670	-0.91	2.1405373157223866	-0.53	377	0.986797	0.0001	0.0038112196657392712
14680	-0.9	2.147091055358389	-0.53	378	0.986788	0.0001	0.0038137322664260863
14690	-0.9	2.147091055358389	-0.53	378	0.986779	0.0001	0.0038137322664260863
14700	-0.9	2.147091055358389	-0.53	378	0.98677	0.0001	0.0038137322664260863
14710	-0.9	2.147091055358389	-0.53	378	0.986761	0.0001	0.0038165206379360624
14720	-0.86	2.126123232552619	-0.53	379	0.986752	0.0001	0.0038179138633939957
14730	-0.86	2.126123232552619	-0.53	379	0.986743	0.0001	0.0038191945685280694
14740	-0.86	2.126123232552619	-0.53	379	0.986734	0.0001	0.0038191945685280694
14750	-0.86	2.126123232552619	-0.53	379	0.986725	0.0001	0.0038191945685280694
14760	-0.86	2.126123232552619	-0.53	380	0.986716	0.0001	0.0038220259216096668
14770	-0.86	2.126123232552619	-0.53	380	0.986707	0.0001	0.0038220259216096668
14780	-0.86	2.126123232552619	-0.53	380	0.986698	0.0001	0.0038247848881615533
14790	-0.86	2.126123232552619	-0.53	381	0.986689	0.0001	0.0038247848881615533
14800	-0.86	2.126123232552619	-0.53	381	0.98668	0.0001	0.003827578955226474
14810	-0.86	2.126123232552619	-0.53	381	0.986671	0.0001	0.003828978008694119
14820	-0.86	2.126123232552619	-0.53	382	0.986662	0.0001	0.0038303722937901813
14830	-0.86	2.126123232552619	-0.53	382	0.986653	0.0001	0.0038303722937901813
14840	-0.86	2.126123232552619	-0.53	382	0.986644	0.0001	0.0038331988785001965
14850	-0.86	2.126123232552619	-0.53	382	0.986635	0.0001	0.0038331988785001965
14860	-0.86	2.126123232552619	-0.53	383	0.986626	0.0001	0.0038331988785001965
14870	-0.86	2.126123232552619	-0.53	383	0.986617	0.0001	0.003837278087933858
14880	-0.86	2.126123232552619	-0.53	384	0.986608	0.0001	0.0038389727804395888
14890	-0.86	2.126123232552619	-0.53	384	0.986599	0.0001	0.0038415046532948812
14900	-0.86	2.126123232552619	-0.53	384	0.98659	0.0001	0.0038415046532948812
14910	-0.81	2.110426497180131	-0.53	385	0.986581	0.0001	0.0038415046532948812
14920	-0.81	2.110426497180131	-0.53	385	0.986572	0.0001	0.003844266931215922
14930	-0.77	2.0873667622150163	-0.53	386	0.986563	0.0001	0.003844266931215922
14940	-0.77	2.0873667622150163	-0.53	386	0.986554	0.0001	0.003844266931215922
14950	-0.77	2.0873667622150163	-0.53	386	0.986545	0.0001	0.003847082257270813
14960	-0.77	2.0873667622150163	-0.53	386	0.986536	0.0001	0.003847082257270813
14970	-0.77	2.0873667622150163	-0.53	387	0.986527	0.0001	0.0038497969839307996
14980	-0.77	2.0873667622150163	-0.53	387	0.986518	0.0001	0.003852516876326667
14990	-0.77	2.0873667622150163	-0.53	387	0.986509	0.0001	0.003852516876326667
15000	-0.77	2.0873667622150163	-0.53	388	0.9865	0.0001	0.003852516876326667
15010	-0.77	2.0873667622150163	-0.53	388	0.986491	0.0001	0.003856798013051351
15020	-0.77	2.0873667622150163	-0.53	388	0.986482	0.0001	0.003856798013051351
15030	-0.81	2.184925628024899	-0.53	389	0.986473	0.0001	0.0038580530219607884
15040	-0.81	2.184925628024899	-0.53	389	0.986464	0.0001	0.0038580530219607884
15050	-0.81	2.184925628024899	-0.53	389	0.986455	0.0001	0.003860922853151957
15060	-0.81	2.184925628024899	-0.53	390	0.986446	0.0001	0.003862313230832418
15070	-0.81	2.184925628024899	-0.53	390	0.986437	0.0001	0.003862313230832418
15080	-0.81	2.184925628024899	-0.53	390	0.986428	0.0001	0.0038637187745836046
15090	-0.82	2.1788988044422806	-0.53	391	0.986419	0.0001	0.0038637187745836046
15100	-0.82	2.1788988044422806	-0.53	391	0.98641	0.0001	0.0038667349020640057
15110	-0.82	2.1788988044422806	-0.53	391	0.986401	0.0001	0.003867848383055793
15120	-0.82	2.1788988044422806	-0.53	391	0.986392	0.0001	0.003867848383055793
15130	-0.82	2.17889880444228	-0.53	392	0.986383	0.0001	0.0038692465093400743
15140	-0.82	2.17889880444228	-0.53	392	0.986374	0.0001	0.003870636953247918
15150	-0.82	2.17889880444228	-0.53	392	0.986365	0.0001	0.003872033225165473
15160	-0.82	2.17889880444228	-0.53	392	0.986356	0.0001	0.0038734236028459337
15170	-0.78	2.156756824493666	-0.53	393	0.986347	0.0001	0.00387481689453125
15180	-0.78	2.156756824493666	-0.53	393	0.986338	0.0001	0.003876207537121243
15190	-0.78	2.156756824493666	-0.53	393	0.986329	0.0001	0.0038776063919067384
15200	-0.77	2.1626603986756683	-0.53	394	0.98632	0.0001	0.003880386683675978
15210	-0.77	2.1626603986756683	-0.53	394	0.986311	0.0001	0.003880386683675978
15220	-0.77	2.1626603986756683	-0.53	395	0.986302	0.0001	0.0038831343253453573
15230	-0.77	2.1626603986756683	-0.53	395	0.986293	0.0001	0.0038831343253453573
15240	-0.77	2.1626603986756683	-0.53	395	0.986284	0.0001	0.0038831343253453573
15250	-0.77	2.1626603986756683	-0.53	395	0.986275	0.0001	0.003885878324508667
15260	-0.77	2.1626603986756683	-0.53	395	0.986266	0.0001	0.003885878324508667
15270	-0.77	2.1626603986756683	-0.53	395	0.986257	0.0001	0.003885878324508667
15280	-0.73	2.1394158081121115	-0.53	396	0.986248	0.0001	0.0038886593447791207
15290	-0.73	2.1394158081121115	-0.53	396	0.986239	0.0001	0.0038886593447791207
15300	-0.73	2.1394158081121115	-0.53	396	0.98623	0.0001	0.0038900591267479793
15310	-0.73	2.1394158081121115	-0.53	396	0.986221	0.0001	0.003891463875770569
15320	-0.73	2.1394158081121115	-0.53	396	0.986212	0.0001	0.003891463875770569
15330	-0.73	2.1394158081121115	-0.53	396	0.986203	0.0001	0.003891463875770569
15340	-0.73	2.1394158081121115	-0.53	397	0.986194	0.0001	0.0038945508003234864
15350	-0.73	2.1394158081121115	-0.53	397	0.986185	0.0001	0.0038945508003234864
15360	-0.73	2.1394158081121115	-0.53	397	0.986176	0.0001	0.0038970626062817043
15370	-0.69	2.1151595684486786	-0.53	398	0.986167	0.0001	0.0038970626062817043
15380	-0.69	2.1151595684486786	-0.53	398	0.986158	0.0001	0.0038970626062817043
15390	-0.69	2.1151595684486786	-0.53	398	0.986149	0.0001	0.003899814486503601
15400	-0.69	2.1151595684486786	-0.53	398	0.98614	0.0001	0.003899814486503601
15410	-0.69	2.1151595684486786	-0.53	399	0.986131	0.0001	0.003899814486503601
15420	-0.69	2.1151595684486786	-0.53	399	0.986122	0.0001	0.0039026310708787705
15430	-0.69	2.1151595684486786	-0.53	399	0.986113	0.0001	0.0039026310708787705
15440	-0.69	2.1151595684486786	-0.53	399	0.986104	0.0001	0.0039026310708787705
15450	-0.69	2.1151595684486786	-0.53	400	0.9860949999999999	0.0001	0.003905360632472568
15460	-0.69	2.1151595684486786	-0.53	400	0.986086	0.0001	0.003905360632472568
15470	-0.69	2.1151595684486786	-0.53	400	0.986077	0.0001	0.003908177746666803
15480	-0.74	2.1336353952819587	-0.53	401	0.986068	0.0001	0.003908177746666803
15490	-0.74	2.1336353952819587	-0.53	401	0.986059	0.0001	0.003908177746666803
15500	-0.74	2.1336353952819587	-0.53	401	0.98605	0.0001	0.003910931083891127
15510	-0.74	2.1336353952819587	-0.53	401	0.986041	0.0001	0.003910931083891127
15520	-0.74	2.1336353952819587	-0.53	402	0.986032	0.0001	0.003913734224107531
15530	-0.74	2.1336353952819587	-0.53	402	0.986023	0.0001	0.003913734224107531
15540	-0.74	2.1336353952819587	-0.53	402	0.986014	0.0001	0.003916451401180692
15550	-0.74	2.1336353952819587	-0.53	402	0.986005	0.0001	0.00391920288403829
15560	-0.73	2.1394158081121115	-0.53	403	0.985996	0.0001	0.00391920288403829
15570	-0.73	2.1394158081121115	-0.53	403	0.985987	0.0001	0.00391920288403829
15580	-0.73	2.1394158081121115	-0.53	403	0.985978	0.0001	0.003922406236330668
15590	-0.73	2.1394158081121115	-0.53	404	0.985969	0.0001	0.003924776713053385
15600	-0.73	2.1394158081121115	-0.53	404	0.98596	0.0001	0.003924798568089803
15610	-0.73	2.1394158081121115	-0.53	405	0.985951	0.0001	0.003924798568089803
15620	-0.73	2.1394158081121115	-0.53	405	0.985942	0.0001	0.003927538262473212
15630	-0.73	2.1394158081121115	-0.53	405	0.985933	0.0001	0.003927538262473212
15640	-0.73	2.1394158081121115	-0.53	406	0.985924	0.0001	0.003930367032686869
15650	-0.73	2.1394158081121115	-0.53	406	0.985915	0.0001	0.003930367032686869
15660	-0.73	2.1394158081121115	-0.53	406	0.985906	0.0001	0.003933179179827372
15670	-0.73	2.1394158081121115	-0.53	406	0.985897	0.0001	0.003933179179827372
15680	-0.73	2.1394158081121115	-0.53	407	0.985888	0.0001	0.00393591668870714
15690	-0.73	2.1394158081121115	-0.53	407	0.985879	0.0001	0.00393862161371443
15700	-0.73	2.1394158081121115	-0.53	408	0.98587	0.0001	0.00393862161371443
15710	-0.73	2.1394158081121115	-0.53	408	0.985861	0.0001	0.003941506544748942
15720	-0.73	2.1394158081121115	-0.53	408	0.985852	0.0001	0.003941506544748942
15730	-0.73	2.1394158081121115	-0.53	408	0.985843	0.0001	0.003941506544748942
15740	-0.73	2.1394158081121115	-0.53	409	0.985834	0.0001	0.003944278955459595
15750	-0.73	2.1394158081121115	-0.53	409	0.985825	0.0001	0.00394696401225196
15760	-0.73	2.1394158081121115	-0.53	409	0.985816	0.0001	0.00394696401225196
15770	-0.73	2.1394158081121115	-0.53	409	0.985807	0.0001	0.0039498514599270295
15780	-0.72	2.1451340284467073	-0.53	410	0.985798	0.0001	0.00395027306344774
15790	-0.72	2.1451340284467073	-0.53	410	0.985789	0.0001	0.00395027306344774
15800	-0.72	2.1451340284467073	-0.53	410	0.98578	0.0001	0.003952500687705146
15810	-0.68	2.1207545826898504	-0.53	411	0.985771	0.0001	0.003952500687705146
15820	-0.68	2.1207545826898504	-0.53	411	0.985762	0.0001	0.003955355021688673
15830	-0.68	2.1207545826898504	-0.53	411	0.985753	0.0001	0.003955355021688673
15840	-0.68	2.1207545826898504	-0.53	412	0.985744	0.0001	0.003958148890071445
15850	-0.68	2.1207545826898504	-0.53	412	0.985735	0.0001	0.003958148890071445
15860	-0.67	2.126287845048266	-0.53	413	0.985726	0.0001	0.003960921631919013
15870	-0.67	2.126287845048266	-0.53	413	0.985717	0.0001	0.003960921631919013
15880	-0.67	2.126287845048266	-0.53	413	0.985708	0.0001	0.003963637020852831
15890	-0.67	2.126287845048266	-0.53	413	0.985699	0.0001	0.003963637020852831
15900	-0.67	2.126287845048266	-0.53	413	0.98569	0.0001	0.003966413206524319
15910	-0.72	2.1451340284467073	-0.53	414	0.985681	0.0001	0.003969263765547011
15920	-0.72	2.1451340284467073	-0.53	414	0.985672	0.0001	0.003969263765547011
15930	-0.72	2.1451340284467073	-0.53	414	0.985663	0.0001	0.003969263765547011
15940	-0.72	2.1451340284467073	-0.53	414	0.985654	0.0001	0.003972071210543314
15950	-0.72	2.1451340284467073	-0.53	414	0.985645	0.0001	0.003973461985588074
15960	-0.67	2.1262878450482665	-0.53	415	0.985636	0.0001	0.0039747360679838395
15970	-0.67	2.1262878450482665	-0.53	415	0.985627	0.0001	0.0039747360679838395
15980	-0.67	2.1262878450482665	-0.53	415	0.985618	0.0001	0.003978136380513509
15990	-0.62	2.1060864179800407	-0.53	416	0.985609	0.0001	0.003980379104614257
16000	-0.62	2.1060864179800407	-0.53	416	0.9856	0.0001	0.003980379104614257
16010	-0.62	2.1060864179800407	-0.53	416	0.985591	0.0001	0.003980379104614257
16020	-0.62	2.1060864179800407	-0.53	417	0.985582	0.0001	0.0039831442965401545
16030	-0.62	2.1060864179800407	-0.53	417	0.985573	0.0001	0.0039859628015094335
16040	-0.62	2.1060864179800407	-0.53	417	0.985564	0.0001	0.0039859628015094335
16050	-0.67	2.1262878450482665	-0.53	418	0.985555	0.0001	0.0039859628015094335
16060	-0.67	2.1262878450482665	-0.53	418	0.985546	0.0001	0.003988720112376743
16070	-0.67	2.1262878450482665	-0.53	418	0.985537	0.0001	0.003988720112376743
16080	-0.67	2.1262878450482665	-0.53	418	0.985528	0.0001	0.003991490337583754
16090	-0.67	2.1262878450482665	-0.53	418	0.985519	0.0001	0.003991490337583754
16100	-0.67	2.1262878450482665	-0.53	419	0.98551	0.0001	0.003994264801343282
16110	-0.67	2.1262878450482665	-0.53	419	0.985501	0.0001	0.0039969761504067315
16120	-0.67	2.1262878450482665	-0.53	419	0.985492	0.0001	0.003999821941057841
16130	-0.64	2.1143320458244017	-0.53	420	0.985483	0.0001	0.003999821941057841
16140	-0.64	2.1143320458244017	-0.53	420	0.985474	0.0001	0.00400259792804718
16150	-0.64	2.1143320458244017	-0.53	420	0.985465	0.0001	0.00400259792804718
16160	-0.72	2.236425719759098	-0.53	421	0.985456	0.0001	0.0040058948596318564
16170	-0.72	2.236425719759098	-0.53	421	0.985447	0.0001	0.004008149968253241
16180	-0.72	2.236425719759098	-0.53	421	0.985438	0.0001	0.004008149968253241
16190	-0.73	2.23094150528426	-0.53	422	0.985429	0.0001	0.004010955823792351
16200	-0.73	2.23094150528426	-0.53	422	0.98542	0.0001	0.004010955823792351
16210	-0.73	2.23094150528426	-0.53	423	0.985411	0.0001	0.004013751877678765
16220	-0.73	2.23094150528426	-0.53	423	0.985402	0.0001	0.004013751877678765
16230	-0.73	2.23094150528426	-0.53	423	0.985393	0.0001	0.004013751877678765
16240	-0.72	2.236425719759098	-0.53	424	0.985384	0.0001	0.00401651660601298
16250	-0.72	2.236425719759098	-0.53	424	0.985375	0.0001	0.004019280473391215
16260	-0.72	2.236425719759098	-0.53	424	0.985366	0.0001	0.004019280473391215
16270	-0.72	2.236425719759098	-0.53	425	0.985357	0.0001	0.004019280473391215
16280	-0.72	2.236425719759098	-0.53	425	0.985348	0.0001	0.0040220024188359575
16290	-0.72	2.236425719759098	-0.53	425	0.985339	0.0001	0.0040220024188359575
16300	-0.72	2.236425719759098	-0.53	425	0.98533	0.0001	0.004024805492824978
16310	-0.72	2.236425719759098	-0.53	425	0.985321	0.0001	0.004024805492824978
16320	-0.69	2.2257358333818504	-0.53	426	0.985312	0.0001	0.004027635123994616
16330	-0.69	2.2257358333818504	-0.53	426	0.985303	0.0001	0.004027635123994616
16340	-0.69	2.2257358333818504	-0.53	426	0.985294	0.0001	0.004030288987689548
16350	-0.69	2.2257358333818504	-0.53	426	0.985285	0.0001	0.004030288987689548
16360	-0.68	2.231053562781495	-0.53	427	0.985276	0.0001	0.004030288987689548
16370	-0.68	2.231053562781495	-0.53	427	0.985267	0.0001	0.004033763872252571
16380	-0.68	2.231053562781495	-0.53	427	0.985258	0.0001	0.004033763872252571
16390	-0.68	2.231053562781495	-0.53	427	0.985249	0.0001	0.0040358783801396686
16400	-0.69	2.2257358333818504	-0.53	428	0.98524	0.0001	0.0040358783801396686
16410	-0.69	2.2257358333818504	-0.53	428	0.985231	0.0001	0.004038692447874281
16420	-0.69	2.2257358333818504	-0.53	428	0.985222	0.0001	0.004038692447874281
16430	-0.69	2.2257358333818504	-0.53	428	0.985213	0.0001	0.0040414712164137095
16440	-0.7	2.238302928559939	-0.53	429	0.985204	0.0001	0.0040414712164137095
16450	-0.7	2.238302928559939	-0.53	429	0.985195	0.0001	0.0040414712164137095
16460	-0.7	2.238302928559939	-0.53	429	0.985186	0.0001	0.0040456614891688026
16470	-0.7	2.238302928559939	-0.53	429	0.985177	0.0001	0.0040456614891688026
16480	-0.73	2.2487996798292196	-0.53	430	0.985168	0.0001	0.004047080675760905
16490	-0.73	2.2487996798292196	-0.53	430	0.985159	0.0001	0.004047080675760905
16500	-0.73	2.2487996798292196	-0.53	430	0.98515	0.0001	0.004049856993887159
16510	-0.73	2.248799679829219	-0.53	431	0.985141	0.0001	0.004049856993887159
16520	-0.73	2.248799679829219	-0.53	431	0.985132	0.0001	0.004052632119920518
16530	-0.73	2.248799679829219	-0.53	431	0.985123	0.0001	0.004052632119920518
16540	-0.73	2.248799679829219	-0.53	432	0.985114	0.0001	0.004055298434363471
16550	-0.73	2.248799679829219	-0.53	432	0.985105	0.0001	0.004055298434363471
16560	-0.73	2.248799679829219	-0.53	432	0.985096	0.0001	0.004058164225684272
16570	-0.73	2.248799679829219	-0.53	433	0.985087	0.0001	0.004058164225684272
16580	-0.73	2.248799679829219	-0.53	433	0.985078	0.0001	0.004060929417610168
16590	-0.73	2.248799679829219	-0.53	433	0.985069	0.0001	0.004061642289161682
16600	-0.69	2.2257358333818504	-0.53	434	0.98506	0.0001	0.004063751300175985
16610	-0.69	2.2257358333818504	-0.53	434	0.985051	0.0001	0.004063751300175985
16620	-0.69	2.2257358333818504	-0.53	434	0.985042	0.0001	0.004063751300175985
16630	-0.69	2.2257358333818504	-0.53	434	0.985033	0.0001	0.004066394103897942
16640	-0.69	2.2257358333818504	-0.53	434	0.985024	0.0001	0.004069190820058187
16650	-0.69	2.2257358333818504	-0.53	434	0.985015	0.0001	0.004070590005980598
16660	-0.69	2.2257358333818504	-0.53	434	0.985006	0.0001	0.004071993033091227
16670	-0.73	2.248799679829219	-0.53	435	0.984997	0.0001	0.004071993033091227
16680	-0.73	2.248799679829219	-0.53	435	0.984988	0.0001	0.004071993033091227
16690	-0.73	2.248799679829219	-0.53	435	0.984979	0.0001	0.004074771404266358
16700	-0.73	2.248799679829219	-0.53	435	0.98497	0.0001	0.004074771404266358
16710	-0.77	2.270924921700407	-0.53	436	0.984961	0.0001	0.004074771404266358
16720	-0.77	2.270924921700407	-0.53	436	0.984952	0.0001	0.004077618519465129
16730	-0.77	2.270924921700407	-0.53	436	0.984943	0.0001	0.004077618519465129
16740	-0.77	2.270924921700407	-0.53	436	0.984934	0.0001	0.004077618519465129
16750	-0.77	2.270924921700407	-0.53	436	0.984925	0.0001	0.0040803950362735325
16760	-0.77	2.270924921700407	-0.53	436	0.984916	0.0001	0.0040803950362735325
16770	-0.77	2.270924921700407	-0.53	436	0.984907	0.0001	0.004083185063468085
16780	-0.77	2.2709249217004075	-0.53	437	0.984898	0.0001	0.004083185063468085
16790	-0.77	2.2709249217004075	-0.53	437	0.984889	0.0001	0.004085884888966878
16800	-0.77	2.2709249217004075	-0.53	437	0.98488	0.0001	0.004088627497355143
16810	-0.77	2.2709249217004075	-0.53	437	0.984871	0.0001	0.004089473353491889
16820	-0.77	2.2709249217004075	-0.53	437	0.984862	0.0001	0.004091432558165656
16830	-0.77	2.270924921700407	-0.53	438	0.984853	0.0001	0.004091432558165656
16840	-0.77	2.270924921700407	-0.53	438	0.984844	0.0001	0.00409424020184411
16850	-0.77	2.270924921700407	-0.53	438	0.984835	0.0001	0.00409424020184411
16860	-0.77	2.270924921700407	-0.53	438	0.984826	0.0001	0.00409424020184411
16870	-0.77	2.270924921700407	-0.53	438	0.984817	0.0001	0.004097066455417209
16880	-0.77	2.270924921700407	-0.53	438	0.984808	0.0001	0.004097066455417209
16890	-0.85	2.3468063405402666	-0.53	439	0.984799	0.0001	0.004099791646003723
16900	-0.85	2.3468063405402666	-0.53	439	0.98479	0.0001	0.0041025673018561465
16910	-0.85	2.3468063405402666	-0.53	439	0.984781	0.0001	0.0041025673018561465
16920	-0.85	2.3468063405402666	-0.53	439	0.984772	0.0001	0.0041025673018561465
16930	-0.85	2.3468063405402666	-0.53	439	0.984763	0.0001	0.004105326798227098
16940	-0.85	2.3468063405402666	-0.53	439	0.984754	0.0001	0.004108087354236179
16950	-0.87	2.3479991482110893	-0.53	440	0.984745	0.0001	0.004108087354236179
16960	-0.87	2.3479991482110893	-0.53	440	0.9847360000000001	0.0001	0.004110850095748901
16970	-0.87	2.347999148211089	-0.53	441	0.984727	0.0001	0.004110850095748901
16980	-0.87	2.347999148211089	-0.53	441	0.984718	0.0001	0.004110850095748901
16990	-0.87	2.347999148211089	-0.53	441	0.984709	0.0001	0.0041136800580554534
17000	-0.87	2.347999148211089	-0.53	441	0.9847	0.0001	0.0041136800580554534
17010	-0.83	2.32832557860794	-0.53	442	0.984691	0.0001	0.00411730686823527
17020	-0.83	2.32832557860794	-0.53	442	0.984682	0.0001	0.00411730686823527
17030	-0.83	2.32832557860794	-0.53	442	0.984673	0.0001	0.004119264284769694
17040	-0.83	2.32832557860794	-0.53	442	0.984664	0.0001	0.004119264284769694
17050	-0.83	2.32832557860794	-0.53	443	0.984655	0.0001	0.004119264284769694
17060	-0.83	2.32832557860794	-0.53	443	0.984646	0.0001	0.004122021661864386
17070	-0.83	2.32832557860794	-0.53	443	0.984637	0.0001	0.004122021661864386
17080	-0.84	2.322584767021432	-0.53	444	0.984628	0.0001	0.004124737183252971
17090	-0.84	2.322584767021432	-0.53	444	0.984619	0.0001	0.004124737183252971
17100	-0.84	2.322584767021432	-0.53	444	0.98461	0.0001	0.0041275796625349255
17110	-0.84	2.322584767021432	-0.53	444	0.984601	0.0001	0.0041275796625349255
17120	-0.84	2.322584767021432	-0.53	444	0.984592	0.0001	0.0041302967733807035
17130	-0.76	2.2096153511414607	-0.53	445	0.984583	0.0001	0.0041302967733807035
17140	-0.76	2.2096153511414607	-0.53	445	0.984574	0.0001	0.004133122762044271
17150	-0.76	2.2096153511414607	-0.53	446	0.984565	0.0001	0.004133122762044271
17160	-0.76	2.2096153511414607	-0.53	446	0.984556	0.0001	0.004135858880148994
17170	-0.76	2.2096153511414607	-0.53	446	0.984547	0.0001	0.004135858880148994
17180	-0.68	2.087486526902629	-0.53	447	0.984538	0.0001	0.004138710233900282
17190	-0.68	2.087486526902629	-0.53	447	0.984529	0.0001	0.004140100479125977
17200	-0.68	2.087486526902629	-0.53	447	0.98452	0.0001	0.004140100479125977
17210	-0.68	2.087486526902629	-0.53	447	0.984511	0.0001	0.004141504830784268
17220	-0.68	2.0874865269026293	-0.53	448	0.984502	0.0001	0.004141504830784268
17230	-0.68	2.0874865269026293	-0.53	448	0.984493	0.0001	0.004144233663876852
17240	-0.68	2.0874865269026293	-0.53	449	0.984484	0.0001	0.004145088195800781
17250	-0.68	2.0874865269026293	-0.53	449	0.984475	0.0001	0.004147054685486687
17260	-0.68	2.0874865269026293	-0.53	449	0.984466	0.0001	0.004147054685486687
17270	-0.68	2.0874865269026293	-0.53	449	0.984457	0.0001	0.004149738020367093
17280	-0.68	2.0874865269026293	-0.53	449	0.984448	0.0001	0.0041525606314341225
17290	-0.68	2.0874865269026293	-0.53	450	0.984439	0.0001	0.0041525606314341225
17300	-0.68	2.0874865269026293	-0.53	450	0.98443	0.0001	0.0041525606314341225
